Id,Title,Definition
2210,Immobilisation en recherche et développement ,"Les immobilisations en recherche et développement sont les dépenses engagées par une entreprise pour créer ou améliorer un produit ou un service. Ces frais peuvent être considérés comme des actifs si les projets sont bien définis, ont de bonnes chances de succès et peuvent être amortis dans le temps. Sinon, ils sont traités comme des charges.  

1. Une entreprise développe un nouveau logiciel et engage des frais de recherche pour sa conception. 2. Un laboratoire investit dans des études pour créer un nouveau médicament. 3. Une start-up consacre des fonds pour tester un prototype de produit. 4. Une société automobile effectue des recherches sur un moteur plus écologique. 5. Une entreprise alimentaire investit dans la recherche pour une nouvelle recette. 6. Un fabricant de téléphones engage des dépenses pour développer une nouvelle fonctionnalité. 7. Une entreprise de mode investit dans des études de marché pour un nouveau design. 8. Une société d'énergies renouvelables réalise des recherches sur de nouvelles technologies solaires. 9. Un institut de recherche utilise des fonds pour un projet d'innovation. 10. Une entreprise de jeux vidéo développe un nouveau concept de jeu. 11. Un constructeur navale investit dans la recherche de nouveaux matériaux pour des bateaux. 12. Une compagnie aérienne étudie de nouvelles méthodes pour réduire sa consommation de carburant. 13. Une entreprise de cosmétiques recherche des ingrédients pour une nouvelle gamme de produits. 14. Un fabricant de meubles conçoit de nouveaux prototypes pour des meubles modulables. 15. Une société de télécommunications investit dans la recherche pour améliorer son réseau."
2285,Immobilisations incorporelles en cours ,"Les immobilisations incorporelles en cours représentent les dépenses engagées par une entreprise pour créer des actifs immatériels, comme des logiciels ou des brevets, qui ne sont pas encore terminés. Ces coûts sont accumulés jusqu'à ce que l'actif soit finalisé et prêt à être utilisé.

1. Développement d'un nouveau logiciel de gestion pour l'entreprise.
2. Recherche et développement d'un brevet pour un produit innovant.
3. Création d'une base de données clients.
4. Élaboration d'une application mobile.
5. Conception de contenus de formation en ligne.
6. Investissement dans la rédaction d'un livre blanc.
7. Acquisition de droits d'auteur pour un projet créatif.
8. Dépenses liées à la création d'une marque ou d'un logo.
9. Frais pour la mise en place d'un système de gestion de la relation client (CRM).
10. Coûts de développement d'un site web d'entreprise.
11. Formation pour le développement d'un logiciel spécifique.
12. Dépenses pour l'achat de licences de logiciels.
13. Coûts associés à des études de marché pour un nouveau produit.
14. Investissements dans des projets de recherche sur de nouveaux procédés industriels.
15. Développement d'un système de sécurité informatique."
2311,Terrains nus ,"Les terrains nus désignent des parcelles de terre qui ne comportent aucune construction. Ils sont utilisés pour diverses activités, comme la construction, l'agriculture ou la conservation.

1. Un terrain vacant en zone urbaine prêt à accueillir un immeuble. 2. Un champ agricole sans bâtiments ni cultures. 3. Un terrain en bord de mer utilisé pour des activités récréatives. 4. Un espace vert dans une ville, sans infrastructures. 5. Un terrain de sport non construit, comme un champ de football. 6. Une parcelle de terre destinée à la vente pour développement futur. 7. Un terrain utilisé pour des manifestations temporaires, comme des foires. 8. Un lotissement prévu mais encore vierge de constructions. 9. Un terrain utilisé pour le camping, sans installations permanentes. 10. Un terrain de golf avec uniquement des greens et des fairways. 11. Une friche industrielle laissée à l'abandon. 12. Un terrain qui est en attente de permis de construire. 13. Un jardin non aménagé, avec uniquement de l'herbe. 14. Un terrain de jeu non équipé situé dans un parc. 15. Une parcelle de terrain achetée pour la spéculation immobilière."
2312,Terrains aménagés ,"Les terrains aménagés sont des parcelles préparées pour accueillir des constructions ou des installations. Ils incluent les coûts d'aménagement et de préparation, ainsi que la TVA sur ces travaux.

1. Un terrain nivelé pour construire une maison. 2. Un espace préparé pour un centre commercial. 3. Un parc aménagé avec des allées et des espaces verts. 4. Un terrain de sport équipé de gradins. 5. Une zone industrielle prête pour des usines. 6. Un terrain de camping avec des installations sanitaires. 7. Un lotissement avec des routes et des services publics. 8. Un terrain de golf avec des greens et des bunkers. 9. Un terrain de loisirs avec des équipements de jeux. 10. Un site pour un entrepôt avec une aire de chargement. 11. Une parcelle pour une école avec des terrains de sport. 12. Un parc d'attractions avec des attractions installées. 13. Un terrain de stationnement avec marquage au sol. 14. Un jardin public avec des chemins et des bancs. 15. Un espace pour un marché en plein air avec des stands."
2313,Terrains bâtis ,"Les terrains bâtis désignent des parcelles de terre sur lesquelles des constructions sont érigées. Lors de l'achat, la valeur du terrain et celle du bâtiment sont enregistrées séparément, car le bâtiment peut perdre de la valeur avec le temps (amortissement) contrairement au terrain qui conserve sa valeur.

1. Une maison construite sur un terrain de 500 m².  
2. Un immeuble de bureaux situé sur un terrain commercial.  
3. Un parc de stationnement installé sur un terrain bâti.  
4. Un centre commercial construit sur un terrain auparavant agricole.  
5. Une école érigée sur un terrain dédié à l'éducation.  
6. Un hôpital construit sur un terrain dans une zone urbaine.  
7. Un entrepôt situé sur un terrain industriel.  
8. Un complexe résidentiel sur un terrain déjà urbanisé.  
9. Une maison de retraite bâtie sur un terrain en zone résidentielle.  
10. Un restaurant construit sur un terrain attenant à une route principale.  
11. Un gymnase érigé sur un terrain municipal.  
12. Un bâtiment de stockage sur un terrain commercial.  
13. Un bâtiment administratif sur un terrain de la ville.  
14. Un hôtel construit sur un terrain à proximité d'une plage.  
15. Un pavillon de jardin sur un terrain d'une propriété privée."
2314,Terrains de gisement ,"Les terrains de gisement sont des parcelles de terre achetées spécifiquement pour l'exploitation de ressources minérales ou minières.

1. Un terrain acheté pour extraire du charbon. 2. Une parcelle destinée à l'exploitation d'or. 3. Un site acquis pour l'extraction de sable. 4. Un terrain prévu pour l'exploitation de gypse. 5. Un espace acheté pour exploiter des carrières de pierre. 6. Une zone où l'on prévoit de miner des métaux précieux. 7. Un terrain utilisé pour l'extraction de sel. 8. Une propriété acquise pour l'exploitation de lithium. 9. Un site minier pour l'extraction de cuivre. 10. Un terrain destiné à l'exploitation de gaz naturel. 11. Une parcelle réservée pour le forage d'hydrocarbures. 12. Un terrain utilisé pour l'exploitation de l'argile. 13. Une zone achetée pour l'extraction de minéraux industriels. 14. Un site prévu pour l'exploitation de fer. 15. Un terrain acquis pour la recherche de ressources géologiques."
2316,Agencements et aménagements de terrains ,"Les agencements et aménagements de terrains désignent les coûts liés aux travaux effectués pour préparer un terrain à son utilisation, tels que le drainage ou le défrichement.

1. Installation d'un système de drainage sur un terrain agricole.
2. Défrichement d'une parcelle boisée pour construire une maison.
3. Nivellement d'un terrain pour y planter des arbres.
4. Création de chemins d'accès sur un terrain de camping.
5. Aménagement d'un terrain de sport avec des surfaces appropriées.
6. Enrochement d'un terrain en pente pour éviter l'érosion.
7. Réalisation de travaux de terrassement avant la construction d'un bâtiment.
8. Création de fossés pour gérer les eaux pluviales sur un terrain.
9. Développement de jardins paysagers sur des terrains résidentiels.
10. Mise en place de clôtures et de portails sur un terrain privé.
11. Rénovation d'un terrain de golf avec des modifications de parcours.
12. Transformation d'un terrain vague en aire de jeu pour enfants.
13. Aménagement d'une aire de stationnement dans une zone commerciale.
14. Construction de bassins de rétention pour gérer les eaux de pluie sur un terrain.
15. Plantations de haies pour délimiter visuellement un terrain."
2318,Autres terrains ,"Le compte 'Autres terrains' regroupe tous les terrains qui ne sont pas spécifiquement classés dans les catégories principales.

1. Un terrain de jeu communal, distinct des terrains de sport. 2. Un parc public qui ne fait pas partie d'un espace naturel protégé. 3. Un terrain de camping non classé. 4. Un terrain vague en attente de développement. 5. Un terrain industriel non utilisé. 6. Un terrain agricole non exploité. 7. Une friche urbaine. 8. Un terrain de festival ou d'événements temporaires. 9. Un terrain adjacent à une rivière qui n'est pas classé comme zone naturelle. 10. Un terrain sur lequel se trouve une antenne relais. 11. Un terrain occupé par des installations temporaires comme un cirque. 12. Un terrain de stationnement non commercial. 13. Un terrain d'exposition pour des foires locales. 14. Un terrain de randonnée qui ne fait pas partie d'un parc national. 15. Un terrain à bâtir qui n'a pas encore été développé."
2321,Bâtiments ,"Les bâtiments représentent la valeur des constructions possédées par une entreprise, excluant la valeur du terrain. Ils sont comptabilisés séparément des terrains.

1. Un bureau de 500 m² acheté par une entreprise pour ses activités. 2. Une usine construite pour la production de biens. 3. Un entrepôt utilisé pour stocker des marchandises. 4. Un magasin de détail ouvert dans un centre commercial. 5. Un bâtiment administratif pour le personnel de l'entreprise. 6. Un centre de recherche et développement dédié à l'innovation. 7. Un showroom pour exposer les produits de l'entreprise. 8. Une salle de conférence pour des réunions professionnelles. 9. Un garage pour le parc automobile de l'entreprise. 10. Un bâtiment historique rénové pour accueillir des bureaux. 11. Une salle de sport construite pour les employés de l'entreprise. 12. Un bâtiment de formation pour former les nouveaux employés. 13. Une clinique ouverte par une entreprise de santé. 14. Un centre logistique pour gérer la distribution des produits. 15. Un bâtiment temporaire pour un événement spécial."
2323,Constructions sur terrains d'autrui ,"Le compte « Constructions sur terrains d'autrui » enregistre la valeur des bâtiments ou structures érigés par une entreprise sur des terrains qu'elle ne possède pas, sans inclure la valeur du terrain lui-même.

1. Une entreprise de construction construit un entrepôt sur un terrain loué. 2. Un restaurant bâtit une terrasse sur le terrain d'un voisin. 3. Une société de logistique édifie un dépôt sur un terrain appartenant à une ville. 4. Une école construit un gymnase sur un terrain prêté par une fondation. 5. Une chaîne de magasins installe un kiosque sur un terrain public. 6. Un promoteur immobilier construit des appartements sur un terrain en bail. 7. Une entreprise de panneaux solaires installe des panneaux sur le toit d'un immeuble d'un tiers. 8. Un jardinier crée une serre sur le terrain d'un client. 9. Un artiste construit une sculpture sur un terrain d'exposition prêté. 10. Un gymnase construit des courts de tennis sur un terrain communal. 11. Une start-up de bureaux partagés construit des bureaux sur un terrain loué. 12. Une société de loisirs édifie un parc d'attractions sur un terrain de la municipalité. 13. Un fabricant de meubles construit un showroom sur un terrain d'un partenaire. 14. Une entreprise de production de films construit des décors sur une propriété privée. 15. Une société de manifestations organise un festival et construit des installations sur un terrain temporairement occupé."
2325,Ouvrages d'infrastructure ,"Les ouvrages d'infrastructure désignent les constructions essentielles pour le transport et la communication, y compris les routes, les ponts, les tunnels, les voies ferrées, les ports, et les aéroports.

1. Une autoroute reliant deux villes. 2. Un pont sur une rivière pour faciliter le passage. 3. Un tunnel permettant de traverser une montagne. 4. Une voie ferrée pour les trains de passagers. 5. Un port pour accueillir des navires marchands. 6. Un aéroport avec des pistes pour les avions. 7. Un barrage pour contrôler le niveau d'une rivière. 8. Des pistes cyclables dans une ville pour encourager le vélo. 9. Un réseau de métros dans une grande ville. 10. Un quai pour le chargement et le déchargement de marchandises. 11. Des stations de tramway pour le transport urbain. 12. Des parkings pour faciliter l'accès aux transports en commun. 13. Un chemin de fer à grande vitesse pour réduire les temps de trajet. 14. Un système de tunnels pour le transport de marchandises sous terre. 15. Des installations pour les fauteuils roulants dans les transports publics."
2327,Agencements et aménagements des constructions ,"Les agencements et aménagements des constructions représentent les dépenses engagées pour rendre un bâtiment fonctionnel et adapté à son utilisation. Cela inclut des travaux comme la rénovation, l'installation d'équipements ou la mise en conformité des locaux.

1. Rénover une façade d'immeuble pour améliorer son apparence. 2. Installer un système de climatisation dans un bureau. 3. Peindre les murs d'un appartement avant une nouvelle location. 4. Mettre en place un réseau Wi-Fi dans un espace de coworking. 5. Aménager un espace de stockage dans un entrepôt. 6. Installer des cloisons pour créer des bureaux dans un open space. 7. Remplacer le revêtement de sol d'un magasin pour attirer plus de clients. 8. Mettre en conformité les installations électriques d'un local commercial. 9. Installer des équipements de sécurité comme des alarmes ou des caméras. 10. Aménager un jardin autour d'un bâtiment pour améliorer l'esthétique. 11. Créer une salle de réunion dans un bureau en ajoutant des équipements audiovisuels. 12. Rénover une cuisine dans un restaurant pour respecter les normes sanitaires. 13. Installer des éclairages LED dans un espace public pour économiser de l'énergie. 14. Adapter un local pour accueillir des personnes à mobilité réduite. 15. Construire une terrasse sur le toit d'un immeuble pour des événements."
2328,Autres constructions ,"Le compte ""Autres constructions"" regroupe toutes les constructions qui ne sont pas spécifiquement classées ailleurs. Il inclut des structures diverses qui ne correspondent pas aux catégories habituelles.

1. Un bâtiment de stockage pour des matériaux spécifiques.
2. Une petite structure de loisirs, comme un abri de jardin.
3. Un local pour des équipements sportifs non conventionnels.
4. Un kiosque dans un parc.
5. Une installation temporaire pour un événement.
6. Un garage pour véhicules de service.
7. Un hangar pour l'équipement agricole.
8. Une petite maison pour un gardien de parc.
9. Un studio de création artistique.
10. Une serre pour la culture de plantes.
11. Un espace de vente temporaire pour un marché.
12. Une structure pour des activités de plein air, comme un terrain de camping.
13. Un bâtiment pour des services communautaires.
14. Une installation de traitement des eaux usées.
15. Un centre de recyclage des déchets."
2331,Installations techniques ,"Une installation technique est un ensemble de biens, à la fois mobiliers et immobiliers, qui fonctionnent ensemble. Si l'on retire un élément de cet ensemble, cela compromet l'utilité des autres. Par exemple, une salle de serveurs informatique conçue spécifiquement pour héberger des équipements informatiques ne serait plus fonctionnelle si les équipements étaient retirés.

1. Une centrale électrique qui intègre turbines et générateurs. 2. Un réseau de plomberie dans un bâtiment, comprenant tuyaux et robinets. 3. Un système de chauffage central qui inclut chaudières et radiateurs. 4. Une cuisine professionnelle avec ses appareils intégrés (fours, frigos). 5. Un ascenseur installé dans un immeuble, reliant plusieurs étages. 6. Un système de climatisation avec unités intérieures et extérieures. 7. Une installation de panneaux solaires sur un toit, reliés à l'électrique du bâtiment. 8. Une ligne de production dans une usine, intégrant machines et convoyeurs. 9. Un réseau informatique d'entreprise, avec serveurs et câblage. 10. Un système d'alarme de sécurité reliant capteurs et panneaux de contrôle. 11. Un garage de pompiers avec des équipements de lutte contre l'incendie. 12. Une salle de spectacle avec son et éclairage intégrés. 13. Un aquarium public avec filtration et pompes d'eau. 14. Un laboratoire avec équipements spécialisés pour des tests. 15. Un système d'irrigation dans un jardin, incluant tuyaux et contrôleurs."
2332,Matériel et outillage ,"Le matériel et outillage désignent les machines et outils utilisés dans l'industrie pour extraire, transformer ou conditionner des matières premières. Ils permettent d'effectuer des tâches spécifiques et sont essentiels au fonctionnement des entreprises.

1. Une pelle mécanique utilisée pour creuser des fondations. 2. Une machine à coudre dans une usine textile. 3. Un convoyeur pour transporter des produits en cours de fabrication. 4. Des outils de mesure comme des micromètres dans une usine de mécanique. 5. Un four industriel pour cuire des produits alimentaires. 6. Des équipements de levage comme des grues pour déplacer de lourdes charges. 7. Un mélangeur dans une usine chimique pour combiner des ingrédients. 8. Des imprimantes 3D utilisées pour produire des prototypes. 9. Des machines de découpe laser pour créer des formes précises dans le métal. 10. Des équipements de conditionnement comme des machines à emballer. 11. Un compresseur d'air utilisé pour alimenter des outils pneumatiques. 12. Une scie à onglet utilisée dans la fabrication de meubles. 13. Des robots industriels pour automatiser des chaînes de montage. 14. Des équipements de test pour vérifier la qualité des produits. 15. Un chariot élévateur pour déplacer des palettes dans un entrepôt."
2333,Emballages récupérables identifiables ,"Les emballages récupérables identifiables sont des contenants marqués d'un numéro unique qui permettent leur traçabilité et qui peuvent être retournés à l'entreprise pour être réutilisés. Exemples courants incluent les grands conteneurs, les citernes et les palettes numérotées.

1. Grands conteneurs de fret marqués pour le retour au fournisseur. 2. Citernes de liquides utilisées dans l'industrie alimentaire. 3. Palettes en bois numérotées pour le transport de marchandises. 4. Bouteilles consignées en verre pour les boissons. 5. Barils de produits chimiques avec un identifiant unique. 6. Emballages de produits pharmaceutiques retournables. 7. Caisses en plastique utilisées pour les fruits et légumes. 8. Bacs de transport marqués pour la logistique. 9. Caissettes de poisson identifiables pour les marchés. 10. Bidons de carburant avec numéro de traçabilité. 11. Conteneurs de déchets recyclables avec un code. 12. Sacs de ciment identifiés pour le retour. 13. Réservoirs de gaz avec un numéro de série. 14. Boîtes de matériel électronique avec étiquettes de retour. 15. Emballages de produits électroniques consignés."
2338,"Autres installations techniques, matériel et outillage ","Ce compte répertorie les installations techniques, le matériel et les outils qui ne sont pas classés dans d'autres catégories spécifiques.

1. Équipements de climatisation dans un bureau.
2. Système d'éclairage spécialisé dans un entrepôt.
3. Machines de nettoyage pour un centre commercial.
4. Élévateurs pour le transport de marchandises dans un bâtiment.
5. Outils de jardinage pour l'entretien d'espaces verts publics.
6. Systèmes de sécurité incendie dans un immeuble.
7. Matériel informatique pour la gestion de données dans une entreprise.
8. Équipements audiovisuels pour des salles de conférence.
9. Instruments de mesure pour un laboratoire de recherche.
10. Appareils de réfrigération dans un supermarché.
11. Mobilier de bureau modulable pour un espace de travail.
12. Matériel de construction pour des projets de rénovation.
13. Équipements de sport pour un centre de loisirs.
14. Systèmes de ventilation dans un restaurant.
15. Outils de mesure pour un chantier de construction."
